case_id,style_id,style_label,character_label,character_name,style_name,tier,role,limit_break,limit_break_max,計算_STR,計算_DEX,計算_WIS,計算_SPR,計算_LUK,計算_CON,サポート10%加算_STR,サポート10%加算_DEX,サポート10%加算_WIS,サポート10%加算_SPR,サポート10%加算_LUK,サポート10%加算_CON,実機_STR,実機_DEX,実機_WIS,実機_SPR,実機_LUK,実機_CON,差分_実機-計算_STR,差分_実機-計算_DEX,差分_実機-計算_WIS,差分_実機-計算_SPR,差分_実機-計算_LUK,差分_実機-計算_CON,比較結果,計算前提,実機確認メモ,生成日
1005101-LB0,1005101,MNikaido01,MNikaido,二階堂 三郷,最年少名人,A,Attacker,0,20,288,274,297,291,240,251,29,28,30,30,24,26,,,,,,,"=IF(W386="""","""",W386-K386)","=IF(X386="""","""",X386-L386)","=IF(Y386="""","""",Y386-M386)","=IF(Z386="""","""",Z386-N386)","=IF(AA386="""","""",AA386-O386)","=IF(AB386="""","""",AB386-P386)","=IF(COUNTA(W386:AB386)=0,""未入力"",IF(COUNTA(W386:AB386)<6,""一部入力"",IF(COUNTIF(AC386:AH386,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005101-LB20,1005101,MNikaido01,MNikaido,二階堂 三郷,最年少名人,A,Attacker,20,20,333,317,343,335,282,295,34,32,35,34,29,30,,,,,,,"=IF(W387="""","""",W387-K387)","=IF(X387="""","""",X387-L387)","=IF(Y387="""","""",Y387-M387)","=IF(Z387="""","""",Z387-N387)","=IF(AA387="""","""",AA387-O387)","=IF(AB387="""","""",AB387-P387)","=IF(COUNTA(W387:AB387)=0,""未入力"",IF(COUNTA(W387:AB387)<6,""一部入力"",IF(COUNTIF(AC387:AH387,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005102-LB0,1005102,MNikaido02,MNikaido,二階堂 三郷,今昔の感、想いは往きて,S,Attacker,0,10,315,341,325,307,341,323,32,35,33,31,35,33,,,,,,,"=IF(W388="""","""",W388-K388)","=IF(X388="""","""",X388-L388)","=IF(Y388="""","""",Y388-M388)","=IF(Z388="""","""",Z388-N388)","=IF(AA388="""","""",AA388-O388)","=IF(AB388="""","""",AB388-P388)","=IF(COUNTA(W388:AB388)=0,""未入力"",IF(COUNTA(W388:AB388)<6,""一部入力"",IF(COUNTIF(AC388:AH388,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005102-LB10,1005102,MNikaido02,MNikaido,二階堂 三郷,今昔の感、想いは往きて,S,Attacker,10,10,383,408,393,373,405,389,39,41,40,38,41,39,,,,,,,"=IF(W389="""","""",W389-K389)","=IF(X389="""","""",X389-L389)","=IF(Y389="""","""",Y389-M389)","=IF(Z389="""","""",Z389-N389)","=IF(AA389="""","""",AA389-O389)","=IF(AB389="""","""",AB389-P389)","=IF(COUNTA(W389:AB389)=0,""未入力"",IF(COUNTA(W389:AB389)<6,""一部入力"",IF(COUNTIF(AC389:AH389,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005103-LB0,1005103,MNikaido03,MNikaido,二階堂 三郷,無上の終局,SS,Attacker,0,4,424,336,373,378,368,396,43,34,38,38,37,40,,,,,,,"=IF(W390="""","""",W390-K390)","=IF(X390="""","""",X390-L390)","=IF(Y390="""","""",Y390-M390)","=IF(Z390="""","""",Z390-N390)","=IF(AA390="""","""",AA390-O390)","=IF(AB390="""","""",AB390-P390)","=IF(COUNTA(W390:AB390)=0,""未入力"",IF(COUNTA(W390:AB390)<6,""一部入力"",IF(COUNTIF(AC390:AH390,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005103-LB4,1005103,MNikaido03,MNikaido,二階堂 三郷,無上の終局,SS,Attacker,4,4,514,422,463,466,453,485,52,43,47,47,46,49,,,,,,,"=IF(W391="""","""",W391-K391)","=IF(X391="""","""",X391-L391)","=IF(Y391="""","""",Y391-M391)","=IF(Z391="""","""",Z391-N391)","=IF(AA391="""","""",AA391-O391)","=IF(AB391="""","""",AB391-P391)","=IF(COUNTA(W391:AB391)=0,""未入力"",IF(COUNTA(W391:AB391)<6,""一部入力"",IF(COUNTIF(AC391:AH391,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005104-LB0,1005104,MNikaido04,MNikaido,二階堂 三郷,Holiday Ring a Bell,SS,Attacker,0,4,446,358,395,400,389,419,45,36,40,40,39,42,,,,,,,"=IF(W392="""","""",W392-K392)","=IF(X392="""","""",X392-L392)","=IF(Y392="""","""",Y392-M392)","=IF(Z392="""","""",Z392-N392)","=IF(AA392="""","""",AA392-O392)","=IF(AB392="""","""",AB392-P392)","=IF(COUNTA(W392:AB392)=0,""未入力"",IF(COUNTA(W392:AB392)<6,""一部入力"",IF(COUNTIF(AC392:AH392,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005104-LB4,1005104,MNikaido04,MNikaido,二階堂 三郷,Holiday Ring a Bell,SS,Attacker,4,4,537,444,485,488,474,508,54,45,49,49,48,51,,,,,,,"=IF(W393="""","""",W393-K393)","=IF(X393="""","""",X393-L393)","=IF(Y393="""","""",Y393-M393)","=IF(Z393="""","""",Z393-N393)","=IF(AA393="""","""",AA393-O393)","=IF(AB393="""","""",AB393-P393)","=IF(COUNTA(W393:AB393)=0,""未入力"",IF(COUNTA(W393:AB393)<6,""一部入力"",IF(COUNTIF(AC393:AH393,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005105-LB0,1005105,MNikaido05,MNikaido,二階堂 三郷,スイート・メロウタイム,S,Attacker,0,10,357,301,314,318,309,356,36,31,32,32,31,36,,,,,,,"=IF(W394="""","""",W394-K394)","=IF(X394="""","""",X394-L394)","=IF(Y394="""","""",Y394-M394)","=IF(Z394="""","""",Z394-N394)","=IF(AA394="""","""",AA394-O394)","=IF(AB394="""","""",AB394-P394)","=IF(COUNTA(W394:AB394)=0,""未入力"",IF(COUNTA(W394:AB394)<6,""一部入力"",IF(COUNTIF(AC394:AH394,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005105-LB10,1005105,MNikaido05,MNikaido,二階堂 三郷,スイート・メロウタイム,S,Attacker,10,10,428,365,381,384,373,423,43,37,39,39,38,43,,,,,,,"=IF(W395="""","""",W395-K395)","=IF(X395="""","""",X395-L395)","=IF(Y395="""","""",Y395-M395)","=IF(Z395="""","""",Z395-N395)","=IF(AA395="""","""",AA395-O395)","=IF(AB395="""","""",AB395-P395)","=IF(COUNTA(W395:AB395)=0,""未入力"",IF(COUNTA(W395:AB395)<6,""一部入力"",IF(COUNTIF(AC395:AH395,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005106-LB0,1005106,MNikaido06,MNikaido,二階堂 三郷,Lead by Example,SSR,Debuffer,0,4,410,392,444,413,376,370,41,40,45,42,38,37,,,,,,,"=IF(W396="""","""",W396-K396)","=IF(X396="""","""",X396-L396)","=IF(Y396="""","""",Y396-M396)","=IF(Z396="""","""",Z396-N396)","=IF(AA396="""","""",AA396-O396)","=IF(AB396="""","""",AB396-P396)","=IF(COUNTA(W396:AB396)=0,""未入力"",IF(COUNTA(W396:AB396)<6,""一部入力"",IF(COUNTIF(AC396:AH396,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005106-LB4,1005106,MNikaido06,MNikaido,二階堂 三郷,Lead by Example,SSR,Debuffer,4,4,501,478,534,501,461,459,51,48,54,51,47,46,,,,,,,"=IF(W397="""","""",W397-K397)","=IF(X397="""","""",X397-L397)","=IF(Y397="""","""",Y397-M397)","=IF(Z397="""","""",Z397-N397)","=IF(AA397="""","""",AA397-O397)","=IF(AB397="""","""",AB397-P397)","=IF(COUNTA(W397:AB397)=0,""未入力"",IF(COUNTA(W397:AB397)<6,""一部入力"",IF(COUNTIF(AC397:AH397,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005107-LB0,1005107,MNikaido07,MNikaido,二階堂 三郷,アオゾラ全力応援歌,SSR,Admiral,0,4,410,392,444,413,376,370,41,40,45,42,38,37,,,,,,,"=IF(W398="""","""",W398-K398)","=IF(X398="""","""",X398-L398)","=IF(Y398="""","""",Y398-M398)","=IF(Z398="""","""",Z398-N398)","=IF(AA398="""","""",AA398-O398)","=IF(AB398="""","""",AB398-P398)","=IF(COUNTA(W398:AB398)=0,""未入力"",IF(COUNTA(W398:AB398)<6,""一部入力"",IF(COUNTIF(AC398:AH398,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005107-LB4,1005107,MNikaido07,MNikaido,二階堂 三郷,アオゾラ全力応援歌,SSR,Admiral,4,4,501,478,534,501,461,459,51,48,54,51,47,46,,,,,,,"=IF(W399="""","""",W399-K399)","=IF(X399="""","""",X399-L399)","=IF(Y399="""","""",Y399-M399)","=IF(Z399="""","""",Z399-N399)","=IF(AA399="""","""",AA399-O399)","=IF(AB399="""","""",AB399-P399)","=IF(COUNTA(W399:AB399)=0,""未入力"",IF(COUNTA(W399:AB399)<6,""一部入力"",IF(COUNTIF(AC399:AH399,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005201-LB0,1005201,IIshii01,IIshii,石井 色葉,お気楽カラフル,A,Buffer,0,20,242,288,290,250,290,274,25,29,29,25,29,28,,,,,,,"=IF(W400="""","""",W400-K400)","=IF(X400="""","""",X400-L400)","=IF(Y400="""","""",Y400-M400)","=IF(Z400="""","""",Z400-N400)","=IF(AA400="""","""",AA400-O400)","=IF(AB400="""","""",AB400-P400)","=IF(COUNTA(W400:AB400)=0,""未入力"",IF(COUNTA(W400:AB400)<6,""一部入力"",IF(COUNTIF(AC400:AH400,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005201-LB20,1005201,IIshii01,IIshii,石井 色葉,お気楽カラフル,A,Buffer,20,20,285,332,336,294,334,317,29,34,34,30,34,32,,,,,,,"=IF(W401="""","""",W401-K401)","=IF(X401="""","""",X401-L401)","=IF(Y401="""","""",Y401-M401)","=IF(Z401="""","""",Z401-N401)","=IF(AA401="""","""",AA401-O401)","=IF(AB401="""","""",AB401-P401)","=IF(COUNTA(W401:AB401)=0,""未入力"",IF(COUNTA(W401:AB401)<6,""一部入力"",IF(COUNTIF(AC401:AH401,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005202-LB0,1005202,IIshii02,IIshii,石井 色葉,多彩なるインスピレーション,S,Buffer,0,10,341,305,318,321,317,344,35,31,32,33,32,35,,,,,,,"=IF(W402="""","""",W402-K402)","=IF(X402="""","""",X402-L402)","=IF(Y402="""","""",Y402-M402)","=IF(Z402="""","""",Z402-N402)","=IF(AA402="""","""",AA402-O402)","=IF(AB402="""","""",AB402-P402)","=IF(COUNTA(W402:AB402)=0,""未入力"",IF(COUNTA(W402:AB402)<6,""一部入力"",IF(COUNTIF(AC402:AH402,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005202-LB10,1005202,IIshii02,IIshii,石井 色葉,多彩なるインスピレーション,S,Buffer,10,10,408,370,386,388,383,408,41,37,39,39,39,41,,,,,,,"=IF(W403="""","""",W403-K403)","=IF(X403="""","""",X403-L403)","=IF(Y403="""","""",Y403-M403)","=IF(Z403="""","""",Z403-N403)","=IF(AA403="""","""",AA403-O403)","=IF(AB403="""","""",AB403-P403)","=IF(COUNTA(W403:AB403)=0,""未入力"",IF(COUNTA(W403:AB403)<6,""一部入力"",IF(COUNTIF(AC403:AH403,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005203-LB0,1005203,IIshii03,IIshii,石井 色葉,撃砕の無彩色,SS,Buffer,0,4,371,375,427,395,364,336,38,38,43,40,37,34,,,,,,,"=IF(W404="""","""",W404-K404)","=IF(X404="""","""",X404-L404)","=IF(Y404="""","""",Y404-M404)","=IF(Z404="""","""",Z404-N404)","=IF(AA404="""","""",AA404-O404)","=IF(AB404="""","""",AB404-P404)","=IF(COUNTA(W404:AB404)=0,""未入力"",IF(COUNTA(W404:AB404)<6,""一部入力"",IF(COUNTIF(AC404:AH404,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005203-LB4,1005203,IIshii03,IIshii,石井 色葉,撃砕の無彩色,SS,Buffer,4,4,457,463,518,483,452,422,46,47,52,49,46,43,,,,,,,"=IF(W405="""","""",W405-K405)","=IF(X405="""","""",X405-L405)","=IF(Y405="""","""",Y405-M405)","=IF(Z405="""","""",Z405-N405)","=IF(AA405="""","""",AA405-O405)","=IF(AB405="""","""",AB405-P405)","=IF(COUNTA(W405:AB405)=0,""未入力"",IF(COUNTA(W405:AB405)<6,""一部入力"",IF(COUNTIF(AC405:AH405,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005204-LB0,1005204,IIshii04,IIshii,石井 色葉,ピュア・エモーション,S,Buffer,0,10,301,345,329,310,350,312,31,35,33,31,35,32,,,,,,,"=IF(W406="""","""",W406-K406)","=IF(X406="""","""",X406-L406)","=IF(Y406="""","""",Y406-M406)","=IF(Z406="""","""",Z406-N406)","=IF(AA406="""","""",AA406-O406)","=IF(AB406="""","""",AB406-P406)","=IF(COUNTA(W406:AB406)=0,""未入力"",IF(COUNTA(W406:AB406)<6,""一部入力"",IF(COUNTIF(AC406:AH406,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005204-LB10,1005204,IIshii04,IIshii,石井 色葉,ピュア・エモーション,S,Buffer,10,10,365,414,398,377,416,376,37,42,40,38,42,38,,,,,,,"=IF(W407="""","""",W407-K407)","=IF(X407="""","""",X407-L407)","=IF(Y407="""","""",Y407-M407)","=IF(Z407="""","""",Z407-N407)","=IF(AA407="""","""",AA407-O407)","=IF(AB407="""","""",AB407-P407)","=IF(COUNTA(W407:AB407)=0,""未入力"",IF(COUNTA(W407:AB407)<6,""一部入力"",IF(COUNTIF(AC407:AH407,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005205-LB0,1005205,IIshii05,IIshii,石井 色葉,センシティビティ・オーバーフロー,SS,Buffer,0,4,392,397,450,417,386,358,40,40,45,42,39,36,,,,,,,"=IF(W408="""","""",W408-K408)","=IF(X408="""","""",X408-L408)","=IF(Y408="""","""",Y408-M408)","=IF(Z408="""","""",Z408-N408)","=IF(AA408="""","""",AA408-O408)","=IF(AB408="""","""",AB408-P408)","=IF(COUNTA(W408:AB408)=0,""未入力"",IF(COUNTA(W408:AB408)<6,""一部入力"",IF(COUNTIF(AC408:AH408,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005205-LB4,1005205,IIshii05,IIshii,石井 色葉,センシティビティ・オーバーフロー,SS,Buffer,4,4,478,484,541,506,473,444,48,49,55,51,48,45,,,,,,,"=IF(W409="""","""",W409-K409)","=IF(X409="""","""",X409-L409)","=IF(Y409="""","""",Y409-M409)","=IF(Z409="""","""",Z409-N409)","=IF(AA409="""","""",AA409-O409)","=IF(AB409="""","""",AB409-P409)","=IF(COUNTA(W409:AB409)=0,""未入力"",IF(COUNTA(W409:AB409)<6,""一部入力"",IF(COUNTIF(AC409:AH409,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005206-LB0,1005206,IIshii06,IIshii,石井 色葉,ハピネス・クロマ,SS,Buffer,0,4,392,397,450,417,386,358,40,40,45,42,39,36,,,,,,,"=IF(W410="""","""",W410-K410)","=IF(X410="""","""",X410-L410)","=IF(Y410="""","""",Y410-M410)","=IF(Z410="""","""",Z410-N410)","=IF(AA410="""","""",AA410-O410)","=IF(AB410="""","""",AB410-P410)","=IF(COUNTA(W410:AB410)=0,""未入力"",IF(COUNTA(W410:AB410)<6,""一部入力"",IF(COUNTIF(AC410:AH410,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005206-LB4,1005206,IIshii06,IIshii,石井 色葉,ハピネス・クロマ,SS,Buffer,4,4,478,484,541,506,473,444,48,49,55,51,48,45,,,,,,,"=IF(W411="""","""",W411-K411)","=IF(X411="""","""",X411-L411)","=IF(Y411="""","""",Y411-M411)","=IF(Z411="""","""",Z411-N411)","=IF(AA411="""","""",AA411-O411)","=IF(AB411="""","""",AB411-P411)","=IF(COUNTA(W411:AB411)=0,""未入力"",IF(COUNTA(W411:AB411)<6,""一部入力"",IF(COUNTIF(AC411:AH411,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005301-LB0,1005301,FMikoto01,FMikoto,命 吹雪,Metal Crazy,A,Debuffer,0,20,280,277,286,284,245,246,28,28,29,29,25,25,,,,,,,"=IF(W412="""","""",W412-K412)","=IF(X412="""","""",X412-L412)","=IF(Y412="""","""",Y412-M412)","=IF(Z412="""","""",Z412-N412)","=IF(AA412="""","""",AA412-O412)","=IF(AB412="""","""",AB412-P412)","=IF(COUNTA(W412:AB412)=0,""未入力"",IF(COUNTA(W412:AB412)<6,""一部入力"",IF(COUNTIF(AC412:AH412,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005301-LB20,1005301,FMikoto01,FMikoto,命 吹雪,Metal Crazy,A,Debuffer,20,20,324,320,331,326,289,290,33,32,34,33,29,29,,,,,,,"=IF(W413="""","""",W413-K413)","=IF(X413="""","""",X413-L413)","=IF(Y413="""","""",Y413-M413)","=IF(Z413="""","""",Z413-N413)","=IF(AA413="""","""",AA413-O413)","=IF(AB413="""","""",AB413-P413)","=IF(COUNTA(W413:AB413)=0,""未入力"",IF(COUNTA(W413:AB413)<6,""一部入力"",IF(COUNTIF(AC413:AH413,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005302-LB0,1005302,FMikoto02,FMikoto,命 吹雪,Silent Reverberations,S,Debuffer,0,10,351,304,304,310,316,350,36,31,31,31,32,35,,,,,,,"=IF(W414="""","""",W414-K414)","=IF(X414="""","""",X414-L414)","=IF(Y414="""","""",Y414-M414)","=IF(Z414="""","""",Z414-N414)","=IF(AA414="""","""",AA414-O414)","=IF(AB414="""","""",AB414-P414)","=IF(COUNTA(W414:AB414)=0,""未入力"",IF(COUNTA(W414:AB414)<6,""一部入力"",IF(COUNTIF(AC414:AH414,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005302-LB10,1005302,FMikoto02,FMikoto,命 吹雪,Silent Reverberations,S,Debuffer,10,10,417,369,369,375,381,416,42,37,37,38,39,42,,,,,,,"=IF(W415="""","""",W415-K415)","=IF(X415="""","""",X415-L415)","=IF(Y415="""","""",Y415-M415)","=IF(Z415="""","""",Z415-N415)","=IF(AA415="""","""",AA415-O415)","=IF(AB415="""","""",AB415-P415)","=IF(COUNTA(W415:AB415)=0,""未入力"",IF(COUNTA(W415:AB415)<6,""一部入力"",IF(COUNTIF(AC415:AH415,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005303-LB0,1005303,FMikoto03,FMikoto,命 吹雪,終末なにする？,SS,Debuffer,0,4,343,408,374,356,388,377,35,41,38,36,39,38,,,,,,,"=IF(W416="""","""",W416-K416)","=IF(X416="""","""",X416-L416)","=IF(Y416="""","""",Y416-M416)","=IF(Z416="""","""",Z416-N416)","=IF(AA416="""","""",AA416-O416)","=IF(AB416="""","""",AB416-P416)","=IF(COUNTA(W416:AB416)=0,""未入力"",IF(COUNTA(W416:AB416)<6,""一部入力"",IF(COUNTIF(AC416:AH416,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005303-LB4,1005303,FMikoto03,FMikoto,命 吹雪,終末なにする？,SS,Debuffer,4,4,431,495,461,442,475,465,44,50,47,45,48,47,,,,,,,"=IF(W417="""","""",W417-K417)","=IF(X417="""","""",X417-L417)","=IF(Y417="""","""",Y417-M417)","=IF(Z417="""","""",Z417-N417)","=IF(AA417="""","""",AA417-O417)","=IF(AB417="""","""",AB417-P417)","=IF(COUNTA(W417:AB417)=0,""未入力"",IF(COUNTA(W417:AB417)<6,""一部入力"",IF(COUNTIF(AC417:AH417,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005304-LB0,1005304,FMikoto04,FMikoto,命 吹雪,"Frozen Moon, Melting Heart",SS,Attacker,0,4,435,361,383,391,397,412,44,37,39,40,40,42,,,,,,,"=IF(W418="""","""",W418-K418)","=IF(X418="""","""",X418-L418)","=IF(Y418="""","""",Y418-M418)","=IF(Z418="""","""",Z418-N418)","=IF(AA418="""","""",AA418-O418)","=IF(AB418="""","""",AB418-P418)","=IF(COUNTA(W418:AB418)=0,""未入力"",IF(COUNTA(W418:AB418)<6,""一部入力"",IF(COUNTIF(AC418:AH418,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005304-LB4,1005304,FMikoto04,FMikoto,命 吹雪,"Frozen Moon, Melting Heart",SS,Attacker,4,4,523,448,469,476,484,499,53,45,47,48,49,50,,,,,,,"=IF(W419="""","""",W419-K419)","=IF(X419="""","""",X419-L419)","=IF(Y419="""","""",Y419-M419)","=IF(Z419="""","""",Z419-N419)","=IF(AA419="""","""",AA419-O419)","=IF(AB419="""","""",AB419-P419)","=IF(COUNTA(W419:AB419)=0,""未入力"",IF(COUNTA(W419:AB419)<6,""一部入力"",IF(COUNTIF(AC419:AH419,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
1005401-LB0,1005401,RMurohushi01,RMurohushi,室伏 理沙,親愛のレシーバー,A,Healer,0,20,291,244,256,282,273,290,30,25,26,29,28,29,,,,,,,"=IF(W420="""","""",W420-K420)","=IF(X420="""","""",X420-L420)","=IF(Y420="""","""",Y420-M420)","=IF(Z420="""","""",Z420-N420)","=IF(AA420="""","""",AA420-O420)","=IF(AB420="""","""",AB420-P420)","=IF(COUNTA(W420:AB420)=0,""未入力"",IF(COUNTA(W420:AB420)<6,""一部入力"",IF(COUNTIF(AC420:AH420,0)=6,""一致"",""差分あり"")))",Lv200・転生5回・能力ボード最大・宝珠最大・装備なし。未選択の同キャラスタイルは完凸。Partyで選択した同キャラスタイルのLB上書きは組合せ依存のため本CSV外。,,2026-06-29
